date,admin1,admin2,market,latitude,longitude,category,commodity,unit,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+type,#currency,#value,#value+usd
2007-01-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,690.33,0.24
2007-01-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,399.93,0.14
2007-01-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,2331.57,0.82
2007-01-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2110.99,0.74
2007-02-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,700.0,0.25
2007-02-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,399.93,0.14
2007-02-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,2585.72,0.91
2007-02-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2414.97,0.85
2007-03-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,714.0,0.25
2007-03-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,399.93,0.14
2007-03-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,2668.46,0.94
2007-03-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2492.25,0.88
2007-04-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,716.85,0.25
2007-04-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,397.93,0.14
2007-04-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,2847.25,1.0
2007-04-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2661.73,0.94
2007-05-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,699.65,0.25
2007-05-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,401.91,0.14
2007-05-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,2907.04,1.02
2007-05-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2826.75,1.0
2007-06-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,712.94,0.25
2007-06-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,405.93,0.14
2007-06-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3273.32,1.15
2007-06-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,3140.52,1.11
2007-07-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,720.78,0.25
2007-07-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,443.28,0.16
2007-07-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3155.48,1.11
2007-07-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,3093.41,1.09
2007-08-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,727.99,0.26
2007-08-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,509.77,0.18
2007-08-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3101.84,1.09
2007-08-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2948.02,1.04
2007-09-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,736.0,0.26
2007-09-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,571.45,0.2
2007-09-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3046.01,1.07
2007-09-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2777.04,0.98
2007-10-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,744.09,0.26
2007-10-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,596.02,0.21
2007-10-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,2829.74,1.0
2007-10-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2441.02,0.86
2007-11-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,744.09,0.26
2007-11-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,618.67,0.22
2007-11-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,2705.23,0.95
2007-11-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2353.14,0.83
2007-12-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,756.0,0.27
2007-12-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,652.08,0.23
2007-12-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,2783.68,0.98
2007-12-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2468.44,0.87
2008-01-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,756.0,0.27
2008-01-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,596.0,0.21
2008-01-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3037.0,1.07
2008-01-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2777.0,0.98
2008-02-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,761.0,0.27
2008-02-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,637.0,0.22
2008-02-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3264.0,1.15
2008-02-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,3036.0,1.07
2008-03-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,779.0,0.27
2008-03-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,725.0,0.26
2008-03-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3411.0,1.2
2008-03-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,3211.0,1.13
2008-04-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,801.0,0.28
2008-04-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,843.0,0.3
2008-04-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3947.0,1.39
2008-04-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,3710.0,1.31
2008-05-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1307.0,0.46
2008-05-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,876.0,0.31
2008-05-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,4307.0,1.52
2008-05-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,3929.0,1.39
2008-06-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1369.0,0.48
2008-06-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,855.0,0.3
2008-06-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,4544.0,1.6
2008-06-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,4086.0,1.44
2008-07-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1333.0,0.47
2008-07-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,840.0,0.3
2008-07-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,4428.0,1.56
2008-07-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,4156.0,1.47
2008-08-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1331.0,0.47
2008-08-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,842.0,0.3
2008-08-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,4020.0,1.42
2008-08-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,3719.0,1.31
2008-09-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1308.0,0.46
2008-09-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,828.0,0.29
2008-09-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3759.0,1.33
2008-09-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,3424.0,1.21
2008-10-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1302.0,0.46
2008-10-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,805.0,0.28
2008-10-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3264.0,1.15
2008-10-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2993.0,1.06
2008-11-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1270.0,0.45
2008-11-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,770.0,0.27
2008-11-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3061.0,1.08
2008-11-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2685.0,0.95
2008-12-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1236.0,0.44
2008-12-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,768.0,0.27
2008-12-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,2992.0,1.05
2008-12-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2678.0,0.94
2009-01-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1220.0,0.43
2009-01-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,754.0,0.27
2009-01-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3019.0,1.06
2009-01-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2725.0,0.96
2009-02-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1222.0,0.43
2009-02-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,760.0,0.27
2009-02-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3080.0,1.09
2009-02-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2725.0,0.96
2009-03-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1333.2,0.47
2009-03-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,768.36,0.27
2009-03-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3554.32,1.25
2009-03-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2981.15,1.05
2009-04-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1453.19,0.51
2009-04-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,764.52,0.27
2009-04-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3639.62,1.28
2009-04-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,3386.59,1.19
2009-05-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1435.75,0.51
2009-05-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,756.87,0.27
2009-05-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3887.12,1.37
2009-05-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,3603.33,1.27
2009-06-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1384.06,0.49
2009-06-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,725.08,0.26
2009-06-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3929.88,1.39
2009-06-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,3470.0,1.22
2009-07-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1384.06,0.49
2009-07-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,720.73,0.25
2009-07-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3611.56,1.27
2009-07-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,3098.71,1.09
2009-08-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1414.51,0.5
2009-08-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,725.78,0.26
2009-08-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3333.47,1.18
2009-08-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2782.65,0.98
2009-09-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1414.51,0.5
2009-09-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,717.07,0.25
2009-09-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3026.79,1.07
2009-09-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2548.9,0.9
2009-10-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1398.95,0.49
2009-10-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,701.29,0.25
2009-10-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,2878.48,1.01
2009-10-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2311.86,0.82
2009-11-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1400.35,0.49
2009-11-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,669.03,0.24
2009-11-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,2898.62,1.02
2009-11-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2351.16,0.83
2009-12-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1422.76,0.5
2009-12-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,658.33,0.23
2009-12-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,2829.06,1.0
2009-12-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2358.21,0.83
2010-01-15,Bayan-O'lgii,O'lgii,Bayan-Ulgii,48.97,89.97,cereals and tubers,Potatoes,KG,actual,MNT,350.0,0.12
2010-01-15,Bayan-O'lgii,O'lgii,Bayan-Ulgii,48.97,89.97,cereals and tubers,Wheat flour,KG,actual,MNT,500.0,0.18
2010-01-15,Bayan-O'lgii,O'lgii,Bayan-Ulgii,48.97,89.97,"meat, fish and eggs",Meat (beef),KG,actual,MNT,2000.0,0.71
2010-01-15,Bayan-O'lgii,O'lgii,Bayan-Ulgii,48.97,89.97,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,1700.0,0.6
2010-01-15,Bayan-O'lgii,O'lgii,Bayan-Ulgii,48.97,89.97,milk and dairy,Milk (non-pasteurized),L,actual,MNT,2000.0,0.71
2010-01-15,Dornod,Bayantu'men,Dornod,48.08,114.54,cereals and tubers,Wheat flour,KG,actual,MNT,640.0,0.23
2010-01-15,Dornod,Bayantu'men,Dornod,48.08,114.54,"meat, fish and eggs",Meat (beef),KG,actual,MNT,2800.0,0.99
2010-01-15,Dornod,Bayantu'men,Dornod,48.08,114.54,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2200.0,0.78
2010-01-15,O'vorxangai,Arvaixeer,Uvurkhangai,46.27,102.78,cereals and tubers,Wheat flour,KG,actual,MNT,700.0,0.25
2010-01-15,O'vorxangai,Arvaixeer,Uvurkhangai,46.27,102.78,"meat, fish and eggs",Meat (beef),KG,actual,MNT,2800.0,0.99
2010-01-15,O'vorxangai,Arvaixeer,Uvurkhangai,46.27,102.78,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,1700.0,0.6
2010-01-15,O'vorxangai,Arvaixeer,Uvurkhangai,46.27,102.78,milk and dairy,Milk (non-pasteurized),L,actual,MNT,2000.0,0.71
2010-01-15,Selenge,Su'xbaatar,Selenge,50.24,106.21,cereals and tubers,Wheat flour,KG,actual,MNT,900.0,0.32
2010-01-15,Selenge,Su'xbaatar,Selenge,50.24,106.21,"meat, fish and eggs",Meat (beef),KG,actual,MNT,2500.0,0.88
2010-01-15,Selenge,Su'xbaatar,Selenge,50.24,106.21,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2400.0,0.85
2010-01-15,Selenge,Su'xbaatar,Selenge,50.24,106.21,milk and dairy,Milk (non-pasteurized),L,actual,MNT,1100.0,0.39
2010-01-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1461.17,0.52
2010-01-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,665.57,0.23
2010-01-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3168.55,1.12
2010-01-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2693.08,0.95
2010-02-15,Bayan-O'lgii,O'lgii,Bayan-Ulgii,48.97,89.97,cereals and tubers,Potatoes,KG,actual,MNT,500.0,0.18
2010-02-15,Bayan-O'lgii,O'lgii,Bayan-Ulgii,48.97,89.97,cereals and tubers,Wheat flour,KG,actual,MNT,480.0,0.17
2010-02-15,Bayan-O'lgii,O'lgii,Bayan-Ulgii,48.97,89.97,"meat, fish and eggs",Meat (beef),KG,actual,MNT,2400.0,0.85
2010-02-15,Bayan-O'lgii,O'lgii,Bayan-Ulgii,48.97,89.97,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2300.0,0.81
2010-02-15,Bayan-O'lgii,O'lgii,Bayan-Ulgii,48.97,89.97,milk and dairy,Milk (non-pasteurized),L,actual,MNT,1800.0,0.63
2010-02-15,Dornod,Bayantu'men,Dornod,48.08,114.54,cereals and tubers,Wheat flour,KG,actual,MNT,600.0,0.21
2010-02-15,Dornod,Bayantu'men,Dornod,48.08,114.54,"meat, fish and eggs",Meat (beef),KG,actual,MNT,4000.0,1.41
2010-02-15,Dornod,Bayantu'men,Dornod,48.08,114.54,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,3200.0,1.13
2010-02-15,O'vorxangai,Arvaixeer,Uvurkhangai,46.27,102.78,cereals and tubers,Wheat flour,KG,actual,MNT,700.0,0.25
2010-02-15,O'vorxangai,Arvaixeer,Uvurkhangai,46.27,102.78,"meat, fish and eggs",Meat (beef),KG,actual,MNT,2500.0,0.88
2010-02-15,O'vorxangai,Arvaixeer,Uvurkhangai,46.27,102.78,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2500.0,0.88
2010-02-15,O'vorxangai,Arvaixeer,Uvurkhangai,46.27,102.78,milk and dairy,Milk (non-pasteurized),L,actual,MNT,2000.0,0.71
2010-02-15,Selenge,Su'xbaatar,Selenge,50.24,106.21,cereals and tubers,Wheat flour,KG,actual,MNT,800.0,0.28
2010-02-15,Selenge,Su'xbaatar,Selenge,50.24,106.21,"meat, fish and eggs",Meat (beef),KG,actual,MNT,3250.0,1.15
2010-02-15,Selenge,Su'xbaatar,Selenge,50.24,106.21,"meat, fish and eggs",Meat (mutton),KG,actual,MNT,2900.0,1.02
2010-02-15,Selenge,Su'xbaatar,Selenge,50.24,106.21,milk and dairy,Milk (non-pasteurized),L,actual,MNT,1100.0,0.39
2010-02-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Rice,KG,actual,MNT,1465.55,0.52
2010-02-15,Ulaanbaatar,Chingeltei,Ulaanbaatar,47.92,106.92,cereals and tubers,Wheat flour,KG,actual,MNT,656.25,0.23
