Stocks,Category,MachineType,InventoryTypeSH,CategorySH,Year,Make,ManufacturerSH,Model,ModelSH,Hours,Condition,Seller,PurchCity,PurchState,DaggerLocation,DatePurchased,PurchPrice, EstFreight , EstLabor , EstParts , EstSalePrice , EstTotalCost , EstProfit ,DateSold,Buyback, Freight , Labor , Parts , TotalRepairCost , ListingFees , BuybackFee ,TotalFees, TotalCOGS ,SaleType, SalePrice ,Profit,ProfitNoLabor,Turnover,ROI,,Collab,Jared,Dustin,Quinn,Nash,Gifford,Bunde,Chris,Ethan,Wes,Korey,(Numbers added since switching back to individual),Notes,AuctionEnd,ClosingTime
1344,Construction,Loader,Construction_Equipment,Wheel Loaders,2009,Caterpillar,CATERPILLAR,924HZ,924HZ,9821,,Purple Wave,,,"Hurricane Mills, TN",12/17/2021,33000.00,,,,40000,33000,7000,3/2/2022,,1700.00,1000.00,300.00,1300.00,858.00,,858.00,36858.00,Auction,46332.00,9474.00,10474.00,75.00,0.26,25.70,1,,,,,,,1,,,,,,,
1345,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2014,Apache,APACHE,AS1025,AS1025,561,,BigIron,,,"Fargo, ND",12/17/2021,65750.00,,,,95000,65750,29250,2/2/2022,,2500.00,2100.00,1190.62,3290.62,1322.00,,1322.00,72862.62,Auction,71388.00,-1474.62,625.38,47.00,-0.02,-2.02,1,1,,,,,,,,,,,,,
1346,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2009,Apache,APACHE,AS1010,AS1010,2581,,BigIron,,,"Fargo, ND",1/25/2022,41750.00,,,,50000,41750,8250,1/24/2022,,2400.00,209.72,,209.72,,,,44359.72,Retail,50000.00,5640.28,5850.00,-1.00,0.13,12.71,2,,,,,,1,1,,,,,,,
1347,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,1995,John Deere,JOHN DEERE,8100,8100,3072,,Clayton Auctions (EF),,,"Hurricane Mills, TN",1/1/2022,38120.00,,,,47500,38120,9380,1/12/2022,,750.00,  ,,,960.00,,960.00,39830.00,Retail,48000.00,8170.00,,11.00,0.21,20.51,1,,,,,1,,,,,,,,,
1348,Agriculture,Spreader,Agricultural_Equipment,Chemical Applicators - Fertilizer Applicators - Dry,2003,Mertz,MERTZ,3004 Silver Wheels,3004,1849,,RJ Stockwell,,,"Fargo, ND",12/17/2021,18390.00,,,,30000,18390,11610,2/2/2022,,2200.00,400.00,,400.00,595.00,,595.00,21585.00,Auction,27108.00,5523.00,5923.00,47.00,0.26,25.59,2,,,,,,1,1,,,,,,,
1349,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,,JLG,JLG,G10-55A,G10-55A,,,Witcher Auctions,,,"Hurricane Mills, TN",12/17/2021,25715.00,,,,35000,25715,9285,1/26/2022,,650.00,1000.00,,1000.00,910.00,,910.00,28275.00,Auction,49140.00,20865.00,21865.00,40.00,0.74,73.79,1,1,,,,,,,,,,,,,
1351,Agriculture,Tractor,Agricultural_Equipment,Tractors - 300 HP or Greater,2003,John Deere,JOHN DEERE,9520,9520,6789,,IronPlanet,,,"Hurricane Mills, TN",12/20/2021,35828.25,,,,55000,35828.25,19171.75,3/2/2022,,3700.00,1000.00,,1000.00,732.00,,732.00,41260.25,Auction,39528.00,-1732.25,-732.25,72.00,-0.04,-4.20,1,,,,,,,,1,,,,,,
1352,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,2001,Caterpillar,CATERPILLAR,TH103,TH103,11525,,IronPlanet,,,"Fargo, ND",12/20/2021,17200.00,,,,22000,17200,4800,2/23/2022,,1450.00,1005.00,,1005.00,595.00,,595.00,20250.00,Auction,36396.00,16146.00,17151.00,65.00,0.80,79.73,1,,,,,,,,1,,,,,,
1353,Agriculture,Header,Agricultural_Equipment,Harvesters - Headers - Platform,2015,MacDon,MAC DON,FD75S,FD75S,,3,Alpine Auto Gallery,Riverton,IA,Off-Site,12/20/2021,8023.00,,,,20000,8023,11977,4/13/2022,,,   ,,,395.00,,395.00,8418.00,Auction,15120.00,6702.00,6702.00,114.00,0.80,79.62,1,1,,,,,,,,,,,,,
1354,Agriculture,Header,Agricultural_Equipment,Harvesters - Headers - Platform,2016,MacDon,MAC DON,FD75D,FD75D,,3,Copart,Greenwell Springs,LA,"Fargo, ND",2/11/2022,22053.00,,,,30000,22053,7947,7/12/2022,,9639.25,   ,,,,,,31692.25,,21385.00,-10307.25,-10307.25,151.00,-0.33,-32.52,1,1,,,,,,,,,,,,,
1355,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2008,Case IH,CASE IH,Patriot 4420,PATRIOT 4420,3168,,DPA,Clymers,IN,Off-Site,12/21/2021,58250.00,,,,63000,58250,4750,1/5/2022,,  ,  ,  ,,,,,58250.00,Retail,67000.00,8750.00,,15.00,0.15,15.02,2,,,,,,1,1,,,,,,,
1356,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2011,Ag-Chem,AG-CHEM,Rogator 1194,ROGATOR 1194,4406,,Ziegler CAT,Rochester,MN,"Fargo, ND",12/30/2021,30000.00,,,,45000,30000,15000,2/2/2022,,1350.00,557.00,100.00,657.00,1296.00,,1296.00,33303.00,Auction,69984.00,36681.00,37238.00,34.00,1.10,110.14,2,,,,,,1,1,,,,,,,
1357,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,1994,John Deere,JOHN DEERE,7200,7200,9435,,Ritchie Bros,Chehalis,WA,"Fargo, ND",1/15/2022,21200.00,,,,27500,21200,6300,2/2/2022,,4200.00,750.00,,750.00,595.00,,595.00,26745.00,Auction,28404.00,1659.00,2409.00,18.00,0.06,6.20,1,,,,,,,,1,,,,,,
1358,Agriculture,Header,Agricultural_Equipment,Harvesters - Headers - Platform,2016,Honey Bee,JOHN DEERE,645FD,645FD,,3,,Jackson,TN,"Fargo, ND",1/20/2022,11550.00,,,,20000,11550,8450,2/16/2022,,2700.00,300.00,,300.00,595.00,,595.00,15145.00,Auction,28404.00,13259.00,13559.00,27.00,0.88,87.55,1,1,,,,,,,,,,,,,
1359,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,1991,Case IH,CASE IH,7120,7120,11507,,Steffes,Barnesville,MN,"Fargo, ND",12/28/2021,25750.00,,,,35000,25750,9250,1/19/2022,,   ,400.00,266.00,666.00,595.00,,595.00,27011.00,Auction,33156.00,6145.00,6545.00,22.00,0.23,22.75,2,,,,,,1,1,,,,,,,
1360,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2011,Case IH,CASE IH,Patriot 3330,PATRIOT 3330,1922,3,,Marianna,FL,"Fargo, ND",12/31/2021,46500.00,,,,80000,46500,33500,6/1/2022,,5000.00,12687.50,7711.55,20399.05,2322.00,,2322.00,74221.05,Auction,125388.00,51166.95,63854.45,152.00,0.69,68.94,1,,,,,,,,1,,,,,,
1363,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2005,Miller,MILLER,Nitro N2,NITRO N2,1644,,Del Peterson,Owatonna,MN,"Fargo, ND",12/31/2021,28612.50,,,,35000,28612.5,6387.5,2/16/2022,,1350.00,3244.00,910.00,4154.00,805.68,,805.68,34922.18,Auction,40284.00,5361.82,8605.82,47.00,0.15,15.35,2,,,,,,1,1,,,,,,,
1364,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,1998,Rogator,ROGATOR,Rogator 854,RG854,4634,,Del Peterson,Owatonna,MN,"Fargo, ND",12/29/2021,11130.00,,,,18000,11130,6870,2/16/2022,,1300.00,300.00,114.39,414.39,495.00,,495.00,13339.39,Auction,22248.00,8908.61,9208.61,49.00,0.67,66.78,2,1,,,,,1,,,,,,,,
1365,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2003,Apache,APACHE,1000,1000,3532,,Purple Wave,Geneseo,KS,"Fargo, ND",12/30/2021,15400.00,,,,25000,15400,9600,2/16/2022,,2800.00,677.00,201.00,878.00,495.00,,495.00,19573.00,Auction,18684.00,-889.00,-212.00,48.00,-0.05,-4.54,2,,,,,,1,1,,,,,,,
1366,Agriculture,Spreader,Agricultural_Equipment,Chemical Applicators - Fertilizer Applicators - Dry,2012,Rogator,ROGATOR,1300,RG1300,2857,,DPA,Lennon,MI,"Fargo, ND",2/5/2022,24100.00,,,,40000,24100,15900,3/20/2022,,,166.67,100.00,266.67,,,,24366.67,Retail,37000.00,12633.33,12800.00,43.00,0.52,51.85,2,,,,,,1,1,,,,,,,
1367,Agriculture,Tracks,Agricultural_Attachments,Attachments - Rubber Tracks,,ATI,ATI,"36"" Camoplast for JD","JOHN DEERE ATI 36"" COMBINE TRACKS",,,BigIron,Pollard,AR,"Fargo, ND",12/30/2021,16250.00,,,,30000,16250,13750,3/9/2022,,1000.00,   ,,,495.00,,495.00,17745.00,Auction,19008.00,1263.00,1263.00,69.00,0.07,7.12,1,,,,,,1,,,,,,,,
1368,Agriculture,Baler,Agricultural_Equipment,Hay and Forage Equipment - Round Balers,2012,John Deere,JOHN DEERE,458SS,458SS,,,Copart,Alorton,IL,"Fargo, ND",2/25/2022,6298.00,,,,18000,6298,11702,3/9/2022,,1913.00,100.00,,100.00,295.00,,295.00,8606.00,Auction,9396.00,790.00,890.00,12.00,0.09,9.18,1,1,,,,,,,,,,,,,
1369,Construction,Loader,Construction_Equipment,Wheel Loaders,2013,Deere,DEERE,724K,724K,9755,,Rebel Auction (EF),Hazelhurst,GA,"Hurricane Mills, TN",12/31/2021,58240.00,,,,70000,58240,11760,3/2/2022,,2140.00,1000.00,,1000.00,1520.00,,1520.00,62900.00,Auction,82080.00,19180.00,20180.00,61.00,0.30,30.49,2,1,,,,,1,,,,,,,,
1370,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,2004,Buhler Versatile,BUHLER VERSATILE,2145,2145,,,CJ Beeps Equipment (AT),Farley,IA,"Fargo, ND",1/15/2022,24600.00,,,,35000,24600,10400,2/16/2022,,1000.00,400.00,,400.00,595.00,,595.00,26595.00,Auction,26568.00,-27.00,373.00,32.00,0.00,-0.10,2,,,,,,1,1,,,,,,,
1371,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,Case IH,CASE IH,7120,7120,8824,,Frantz Equipment (AT),Hughesville,PA,"Fargo, ND",1/5/2022,20000.00,,,,35000,20000,15000,,4,6200.00,1000.00,670.00,1670.00,,2080.00,2080.00,29950.00,,,,,,,,2,,,,,,1,1,,,,,,,1:44 PM
1372,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,John Deere,JOHN DEERE,7810,7810,,,Valley Implement (AT),Montpelier,ID,"Fargo, ND",1/4/2022,19600.00,,,,40000,19600,20400,3/9/2022,,1900.00,134.00,,134.00,495.00,,495.00,22129.00,Auction,22788.00,659.00,793.00,64.00,0.03,2.98,2,,,,,,1,1,,,,,,,
1373,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2007,John Deere,JOHN DEERE,4720,4720,2950,,Smith Tractor Company,Atmore,AL,"Hurricane Mills, TN",1/4/2022,42500.00,,,,60000,42500,17500,3/2/2022,,2200.00,1000.00,,1000.00,920.00,,920.00,46620.00,Auction,49680.00,3060.00,4060.00,57.00,0.07,6.56,2,1,,,,,1,,,,,,,,
1374,Construction,Heater,Construction_Equipment,Towable Heaters,2020,Wacker Neuson,WACKER NEUSON,E3000,E3000,,3,IronPlanet,Morris,IL,"Fargo, ND",1/6/2022,22001.10,,,,35000,22001.1,12998.9,3/16/2022,,1000.00,1086.00,,1086.00,595.00,,595.00,24682.10,Auction,27324.00,2641.90,3727.90,69.00,0.11,10.70,1,1,,,,,,,,,,,,,
1375,Construction,Feller Buncher,Construction_Equipment,Forestry Equipment - Feller Bunchers - Wheel,2011,John Deere,DEERE,843K,843K,7748,,TAC Auction,Florance,MS,"Hurricane Mills, TN",1/7/2022,22550.00,,,,35000,22550,12450,3/3/2022,,2800.00,1000.00,300.00,1300.00,595.00,,595.00,27245.00,Auction,27756.00,511.00,1511.00,55.00,0.02,1.88,1,,,,,,,1,,,,,,,
1376,Construction,Loader,Construction_Equipment,Wheel Loaders,2015,Caterpillar,CATERPILLAR,930M,930M,2200,,DPA,Rosedale,MS,"Fargo, ND",1/12/2022,49887.00,,,,70000,49887,20113,4/8/2022,,4300.00,11187.00,3446.72,14633.72,1426.00,,1426.00,70246.72,Auction,77004.00,6757.28,17944.28,86.00,0.10,9.62,1,1,,,,,,,,,,,,,
1377,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,1995,Case IH,CASE IH,7250,7250,6983,,Rebel Auction (EF),Hazelhurst,GA,"Hurricane Mills, TN",1/18/2022,28537.50,,,,36000,28537.5,7462.5,6/23/2022,1,3800.00,3121.00,1804.10,4925.10,828.00,595.00,1423.00,38685.60,Auction,44712.00,6026.40,9147.40,156.00,0.16,15.58,2,,,,,,1,1,,,,,,,
1378,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,2006,Caterpillar,CATERPILLAR,TH215,TH215,2166,NR,Kurtz Trading (EF),Littlestown,PA,"Fargo, ND",1/19/2022,11270.00,,,,22000,11270,10730,3/17/2022,,1700.00,1079.00,,1079.00,495.00,,495.00,14544.00,Auction,20088.00,5544.00,6623.00,57.00,0.38,38.12,2,,,,,,1,1,,,,,,,
1379,Trucks,Reefer,Trailers,Semi-Trailers - Reefer Trailers,2008,Great Dane,GREAT DANE,Reefer,,,,IronPlanet,Monroe,MI,"Fargo, ND",1/27/2022,7590.00,,,,20000,7590,12410,3/30/2022,,1000.00,   ,,,395.00,,395.00,8985.00,Auction,12096.00,3111.00,3111.00,62.00,0.35,34.62,1,,,,1,,,,,,,,,,
1380,Trucks,Reefer,Trailers,Semi-Trailers - Reefer Trailers,2011,Great Dane,GREAT DANE,Reefer,,,NR,IronPlanet,Monroe,MI,"Fargo, ND",1/27/2022,9680.00,,,,20000,9680,10320,3/23/2022,,   ,  ,,,,,,9680.00,Refunded,9680.00,,,55.00,,,1,,,,1,,,,,,,,Got refunded,,
1381,Trucks,Reefer,Trailers,Semi-Trailers - Reefer Trailers,2008,Utility,UTILITY,VS2RA Reefer,VS2RA,,,IronPlanet,Sturtevant,WI,"Fargo, ND",1/27/2022,12100.00,,,,25000,12100,12900,3/15/2022,,1500.00,100.00,69.00,169.00,395.00,,395.00,14164.00,Auction,11880.00,-2284.00,-2184.00,47.00,-0.16,-16.13,1,,,,1,,,,,,,,,,
1382,Trucks,Reefer,Trailers,Semi-Trailers - Reefer Trailers,2008,Utility,UTILITY,VS2RA Reefer,VS2RA,,,IronPlanet,Sturtevant,WI,"Fargo, ND",1/27/2022,10175.00,,,,20000,10175,9825,3/16/2022,,500.00,100.00,69.00,169.00,395.00,,395.00,11239.00,Auction,10908.00,-331.00,-231.00,48.00,-0.03,-2.95,1,,,,1,,,,,,,,,,
1383,Trucks,Reefer,Trailers,Semi-Trailers - Reefer Trailers,2009,Utility,UTILITY,VS2RA Reefer,VS2RA,,,IronPlanet,Cincinnati,OH,"Fargo, ND",1/27/2022,10560.00,,,,20000,10560,9440,3/30/2022,,1755.80,   ,,,395.00,,395.00,12710.80,Auction,14688.00,1977.20,1977.20,62.00,0.16,15.56,1,,,,1,,,,,,,,,,
1384,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,,Gradall,GRADALL,524D,524D,,,Lopatofsky Auction LLC,Lebanon,PA,"Fargo, ND",1/28/2022,11745.00,,,,20000,11745,8255,3/9/2022,,1700.00,958.00,135.63,1093.63,395.00,,395.00,14933.63,Auction,15876.00,942.37,1900.37,40.00,0.06,6.31,3,,,,,1,1,1,,,,,,,
1385,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,2013,JLG,JLG,G10-55A,G10-55A,,NR,IronPlanet,Perris,CA,"Fargo, ND",1/27/2022,40891.50,,,,50000,40891.5,9108.5,10/26/2022,1,4250.00,   ,,,,595.00,595.00,45736.50,Retail,40000.00,-5736.50,-5736.50,272.00,-0.13,-12.54,2,,,,,1,1,,,,,,,,
1386,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,2002,John Deere,JOHN DEERE,8410,8410,,,Jeff Martin Auctioneers,Hamilton,MS,"Hurricane Mills, TN",1/26/2022,44820.00,,,,57000,44820,12180,3/2/2022,,1250.00,1000.00,2000.00,3000.00,800.00,,800.00,49870.00,Auction,43200.00,-6670.00,-5670.00,35.00,-0.13,-13.37,2,,,,,1,,1,,,,,,,
1387,Agriculture,Header,Agricultural_Equipment,Harvesters - Headers - Platform,2016,Honeybee,HONEY BEE,AF240,AF240,,3,IronPlanet,David City,NE,"Fargo, ND",1/27/2022,4950.00,,,,15000,4950,10050,2/23/2022,,1050.00,227.00,,227.00,295.00,,295.00,6522.00,Auction,8100.00,1578.00,1805.00,27.00,0.24,24.20,2,,,,,,1,1,,,,,,,
1388,Agriculture,Spreader,Agricultural_Equipment,Chemical Applicators - Fertilizer Applicators - Dry,2008,Ag-Chem,AG-CHEM,Rogator 1286C,ROGATOR 1286C,,,DPA,Marshall,IL,"Fargo, ND",1/28/2022,17220.00,,,,30000,17220,12780,3/9/2022,,3200.00,41.00,,41.00,595.00,,595.00,21056.00,Auction,32508.00,11452.00,11493.00,40.00,0.54,54.39,3,,,,,1,1,1,,,,,,,
1389,Agriculture,Floater,Agricultural_Equipment,Chemical Applicators - Floaters,2001,IHC,BBI,8100,8T,,,DPA,Ethridge,TN,"Hurricane Mills, TN",1/28/2022,19005.00,,,,,19005,  ,3/2/2022,,80.00,1000.00,,1000.00,495.00,,495.00,20580.00,Auction,23112.00,2532.00,3532.00,33.00,0.12,12.30,1,,,,,,1,,,,,,,,
1391,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,Case IH,CASE IH,8940,8940,,,Witcher Auctions,Clarksdale,MS,"Hurricane Mills, TN",2/2/2022,24235.00,,,,35000,24235,10765,4/8/2022,,1865.00,600.00,,600.00,595.00,,595.00,27295.00,Auction,27108.00,-187.00,413.00,65.00,-0.01,-0.69,2,,,,,,1,1,,,,,,,
1392,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,Case IH,CASE IH,7240,7240,,,Witcher Auctions,Clarksdale,MS,"Fargo, ND",2/2/2022,19010.00,,,,,19010,  ,4/21/2022,,2527.00,   ,48.50,48.50,495.00,,495.00,22080.50,Auction,20628.00,-1452.50,-1452.50,78.00,-0.07,-6.58,2,,,,,,1,1,,,,,,,
1393,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,Ford,CASE IH,8940,8940,,,Witcher Auctions,Clarksdale,MS,"Fargo, ND",2/2/2022,19010.00,,,,35000,19010,15990,4/8/2022,,2527.00,671.00,,671.00,595.00,,595.00,22803.00,Auction,30780.00,7977.00,8648.00,65.00,0.35,34.98,2,,,,,,1,1,,,,,,,
1394,Construction,Wheel Loader,Construction_Equipment,Wheel Loaders,,Case,CASE,721F,721F,,,Machinery Auctioneers,Odessa,TX,"Fargo, ND",1/28/2022,23100.00,,,,50000,23100,26900,4/13/2022,,4400.00,4800.00,16638.00,21438.00,1574.00,,1574.00,50512.00,Auction,84996.00,34484.00,39284.00,75.00,0.68,68.27,2,1,,,1,,,,,,,,,,
1395,Construction,Wheel Loader,Construction_Equipment,Wheel Loaders,2014,Wacker Neuson,WACKER NEUSON,WL36,WL36,,,C.F. Welding and Manufacturing Inc,,,"Fargo, ND",1/25/2022,37380.00,,,,37380,37380,   ,3/24/2022,,,200.00,,200.00,595.00,,595.00,38175.00,Auction,34236.00,-3939.00,-3739.00,58.00,-0.10,-10.32,1,,,,,,,,,1,,,,,
1396,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,John Deere,JOHN DEERE,4640,4640,,,Lloyd Meekins & Sons,Lumberton,NC,"Hurricane Mills, TN",1/28/2022,7920.00,,,,15000,7920,7080,,,1250.00,  ,,,,,,9170.00,,  ,,,,,,2,,,,,,1,1,,,,,Schedule?,,
1397,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,John Deere,JOHN DEERE,4840,4840,,,Lloyd Meekins & Sons,Lumberton,NC,"Hurricane Mills, TN",1/28/2022,9570.00,,,,15000,9570,5430,,,1250.00,  ,,,,,,10820.00,,  ,,,,,,2,,,,,,1,1,,,,,Schedule?,,
1398,Agriculture,Floater,Agricultural_Equipment,Chemical Applicators - Floaters,,Ag-Chem,AG-CHEM,9203,TERRAGATOR 9203,,,Ziegler AG Equipment,,,"Ada, MN",1/28/2022,23000.00,,,,,23000,  ,4/13/2022,,,   ,,,595.00,,595.00,23595.00,Auction,33480.00,9885.00,9885.00,75.00,0.42,41.89,2,,,,,,1,1,,,,,,,
1399,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,Buhler Versatile,BUHLER VERSATILE,2210,2210,6903,,McGrew Equipment Company (EF),Seven Valleys,PA,"Fargo, ND",2/3/2022,33670.00,,,,42500,33670,8830,3/16/2022,,2650.00,2845.00,56.00,2901.00,812.00,,812.00,40033.00,Auction,43848.00,3815.00,6660.00,41.00,0.10,9.53,2,,,,,,1,1,,,,,,,
1400,Agriculture,Spreader,Agricultural_Equipment,Chemical Applicators - Fertilizer Applicators - Dry,2011,RBR,RBR ENTERPRISE,Vector 300,VECTOR 300,5477,NR,AGCO Finance,Tifton,GA,"Fargo, ND",2/3/2022,16100.00,,,,25000,16100,8900,3/16/2022,,6500.00,100.00,200.00,300.00,495.00,,495.00,23395.00,Auction,21600.00,-1795.00,-1695.00,41.00,-0.08,-7.67,1,1,,,,,,,,,,,,,
1401,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,John Deere,JOHN DEERE,7410,7410,,,Sullivan Equipment Sales,Commerce,TX,"Dallas, TX",2/7/2022,13900.00,,,,24000,13900,10100,3/16/2022,,500.00,1000.00,   ,1000.00,495.00,,495.00,15895.00,Auction,19548.00,3653.00,4653.00,37.00,0.23,22.98,2,,,,,,1,1,,,,,,,
1402,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,2004,Deere,DEERE,3220,3220,,,Loup Machinery,Jeffersonville,OH,"Fargo, ND",2/7/2022,25000.00,,,,35000,25000,10000,3/16/2022,,2650.00,2810.00,,2810.00,796.00,,796.00,31256.00,Auction,42984.00,11728.00,14538.00,37.00,0.38,37.52,2,,,,,,1,1,,,,,,,
1403,Agriculture,Floater,Agricultural_Equipment,Chemical Applicators - Floaters,2017,Terragator,TERRAGATOR,TG9300B,TG9300B,,,Ziegler,Rochester,MN,"Fargo, ND",2/4/2022,42000.00,,,,55000,42000,13000,3/9/2022,,1350.00,663.00,,663.00,810.00,,810.00,44823.00,Auction,43740.00,-1083.00,-420.00,33.00,-0.02,-2.42,3,,,,,1,1,1,,,,,,,
1404,Construction,Loader,Construction_Equipment,Wheel Loaders,2019,Wacker Neuson,WACKER NEUSON,WL38,WL38,787,,DPA,Dimmitt,TX,"Fargo, ND",2/9/2022,39375.00,,,,60000,39375,20625,3/7/2022,,2300.00,33.06,135.86,168.92,,,,41843.92,,52500.00,10656.08,10689.14,26.00,0.25,25.47,2,,,,,,1,1,,,,,,,
1405,Agriculture,Sprayer,Agricultural_Equipment,Chemical Applicators - Sprayers - Self Propelled,2005,Ag-Chem,AG-CHEM,Rogator 1064,ROGATOR 1064,5739,,DPA,Media,IL,"Fargo, ND",2/9/2022,12600.00,,,,23000,12600,10400,3/30/2022,,2500.00,902.00,152.00,1054.00,395.00,,395.00,16549.00,Auction,14148.00,-2401.00,-1499.00,49.00,-0.15,-14.51,2,,,,,,1,1,,,,,,,
1406,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,2008,Manitou,MANITOU,MLT940,MLT940L-120LSU,3735,,Iron Bound Auctions (EF),Seminole,TX,"Fargo, ND",2/10/2022,16740.00,,,,30000,16740,13260,3/23/2022,,2200.00,4498.50,683.85,5182.35,495.00,,495.00,24617.35,Retail,35000.00,10382.65,14881.15,41.00,0.42,42.18,3,,,,,1,1,1,,,,,,,
1407,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,John Deere,JOHN DEERE,4960,4960,9920,,Witcher Auctions,Crawfordsville,AR,"Hurricane Mills, TN",2/9/2022,36380.00,,,,45000,36380,8620,4/14/2022,,800.00,1000.00,,1000.00,708.00,,708.00,38888.00,Auction,38232.00,-656.00,344.00,64.00,-0.02,-1.69,2,,,,,,1,1,,,,,,,
1408,Agriculture,Tractor,Agricultural_Equipment,Tractors - 300 HP or Greater,,John Deere,JOHN DEERE,9400,9400,2097,,Witcher Auctions,Crawfordsville,AR,"Hurricane Mills, TN",2/9/2022,37400.00,,,,44000,37400,6600,3/1/2022,,,  ,,,,,,37400.00,Retail,45000.00,7600.00,,20.00,0.20,20.32,3,,,,,1,1,1,,,,,,,
1409,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,Case IH,CASE IH,MX135,MX135,,,Alex Lyon & Son,Bushnell,FL,"Hurricane Mills, TN",2/15/2022,29250.00,,,,35000,29250,5750,9/15/2022,1,1200.00,1000.00,,1000.00,595.00,1585.00,2180.00,33630.00,Auction,32616.00,-1014.00,-14.00,212.00,-0.03,-3.02,1,,,,,,,,1,,,,,,
1410,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,2010,New Holland,NEW HOLLAND,T8020,T8020,10192,NR,Iron Bound Auctions (EF),Seminole,TX,"Fargo, ND",2/10/2022,19440.00,,,,40000,19440,20560,3/30/2022,,2200.00,531.00,997.00,1528.00,595.00,,595.00,23763.00,Auction,36072.00,12309.00,12840.00,48.00,0.52,51.80,3,,,,,1,1,1,,,,,,,
1411,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,John Deere,JOHN DEERE,4560,4560,,,Mark Arends Auctioneering,Aplington,IA,"Fargo, ND",2/10/2022,18000.00,,,,25000,18000,7000,3/16/2022,,1050.00,266.00,,266.00,495.00,,495.00,19811.00,Auction,22788.00,2977.00,3243.00,34.00,0.15,15.03,1,,,,,,,1,,,,,,,
1412,Agriculture,Tractor,Agricultural_Equipment,Tractors - 175 HP to 299 HP,,John Deere,JOHN DEERE,4960,4960,,,Blackmon Auctions,Portland,AR,"Hurricane Mills, TN",2/11/2022,35200.00,,,,,35200,  ,4/14/2022,,1400.00,1000.00,,1000.00,595.00,,595.00,38195.00,Auction,37692.00,-503.00,497.00,62.00,-0.01,-1.32,2,,,,,,1,1,,,,,,,
1413,Construction,Telehandler,Construction_Equipment,Lifts - Telehandlers,2015,Caterpillar,CATERPILLAR,TL1255C,TL1255C,3720,NR,Rebel Auction (EF),Hazelhurst,GA,"Fargo, ND",2/18/2022,39100.00,,,,70000,39100,30900,3/23/2022,,4000.00,1346.00,13.20,1359.20,922.00,,922.00,45381.20,Auction,49788.00,4406.80,5752.80,33.00,0.10,9.71,2,,,,,,1,1,,,,,,,
1414,Agriculture,Tractor,Agricultural_Equipment,Tractors - 100 HP to 174 HP,,John Deere,JOHN DEERE,6410,6410,,NR,Rebel Auction (EF),Hazelhurst,GA,"Hurricane Mills, TN",2/18/2022,19825.00,,,,,19825,  ,4/14/2022,,900.00,1000.00,,1000.00,495.00,,495.00,22220.00,Auction,19440.00,-2780.00,-1780.00,55.00,-0.13,-12.51,2,,,,,,1,1,,,,,,,
