Stocks,Category,MachineType,InventoryTypeSH,CategorySH,Year,Make,ManufacturerSH,Model,ModelSH,Hours,Condition,Seller,PurchCity,PurchState,DaggerLocation,DatePurchased,PurchPrice, EstFreight , EstLabor , EstParts , EstSalePrice , EstTotalCost , EstProfit ,DateSold,Buyback, Freight , Labor , Parts , TotalRepairCost , ListingFees , BuybackFee ,TotalFees, TotalCOGS ,SaleType, SalePrice ,Profit,ProfitNoLabor,Turnover,ROI,Collab,Jared,Dustin,Quinn,Nash,Gifford,Bunde,Chris,Ethan,Wes,Korey,(Numbers added since switching back to individual),Notes,AuctionEnd,ClosingTime,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,  ,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,$0.00,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,$0.00 ,,,,,,,,$0.00 ,,,,,,,,,,,,,,,,,,
