stardDateTime,startDate,startTime,endDateTime,endDate,endTime,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed,Minutes REM Sleep,Minutes Light Sleep,Minutes Deep Sleep
2020-04-27 2:11AM,2020-04-27,2:11AM,2020-04-27 11:50AM,2020-04-27,11:50AM,505,74,36,579,126,237,142
2020-04-28 11:31PM,2020-04-28,11:31PM,2020-04-29 9:37AM,2020-04-29,9:37AM,527,79,32,606,132,292,103
2020-04-28 2:21AM,2020-04-28,2:21AM,2020-04-28 9:05AM,2020-04-28,9:05AM,352,52,28,404,98,207,47
2020-04-30 4:04AM,2020-04-30,4:04AM,2020-04-30 10:23AM,2020-04-30,10:23AM,323,55,18,378,66,195,62
2020-05-01 12:42AM,2020-05-01,12:42AM,2020-05-01 9:35AM,2020-05-01,9:35AM,466,66,37,532,105,292,69
2020-05-02 1:38AM,2020-05-02,1:38AM,2020-05-02 8:36AM,2020-05-02,8:36AM,364,54,22,418,99,181,84
2020-05-03 4:17AM,2020-05-03,4:17AM,2020-05-03 12:33PM,2020-05-03,12:33PM,453,43,25,496,144,202,107
2020-05-04 1:08AM,2020-05-04,1:08AM,2020-05-04 8:50AM,2020-05-04,8:50AM,399,62,37,461,107,200,92
2020-05-05 12:56AM,2020-05-05,12:56AM,2020-05-05 7:57AM,2020-05-05,7:57AM,370,51,37,421,69,213,88
2020-05-05 5:05PM,2020-05-05,5:05PM,2020-05-05 6:20PM,2020-05-05,6:20PM,73,2,0,75,N/A,N/A,N/A
2020-05-06 12:24AM,2020-05-06,12:24AM,2020-05-06 7:56AM,2020-05-06,7:56AM,413,39,34,452,88,221,104
2020-05-07 10:39PM,2020-05-07,10:39PM,2020-05-08 7:56AM,2020-05-08,7:56AM,499,58,36,557,131,288,80
2020-05-07 12:56AM,2020-05-07,12:56AM,2020-05-07 8:19AM,2020-05-07,8:19AM,382,61,20,443,82,204,96
2020-05-09 1:04AM,2020-05-09,1:04AM,2020-05-09 8:39AM,2020-05-09,8:39AM,411,44,34,455,129,185,97
2020-05-09 5:01PM,2020-05-09,5:01PM,2020-05-09 7:08PM,2020-05-09,7:08PM,123,3,1,127,N/A,N/A,N/A
2020-05-10 1:40AM,2020-05-10,1:40AM,2020-05-10 8:05AM,2020-05-10,8:05AM,343,42,32,385,72,237,34
2020-05-11 1:02AM,2020-05-11,1:02AM,2020-05-11 7:54AM,2020-05-11,7:54AM,368,44,27,412,69,236,63
2020-05-12 11:34PM,2020-05-12,11:34PM,2020-05-13 7:50AM,2020-05-13,7:50AM,433,63,28,496,107,242,84
2020-05-12 12:27AM,2020-05-12,12:27AM,2020-05-12 7:57AM,2020-05-12,7:57AM,402,48,19,450,104,224,74
2020-05-14 12:32AM,2020-05-14,12:32AM,2020-05-14 9:12AM,2020-05-14,9:12AM,463,57,31,520,105,277,81
2020-05-15 12:54AM,2020-05-15,12:54AM,2020-05-15 7:56AM,2020-05-15,7:56AM,372,50,31,422,72,221,79
2020-05-16 2:07AM,2020-05-16,2:07AM,2020-05-16 11:25AM,2020-05-16,11:25AM,495,63,35,558,116,280,99
2020-05-17 2:17AM,2020-05-17,2:17AM,2020-05-17 10:07AM,2020-05-17,10:07AM,400,70,22,470,89,215,96
2020-05-17 5:01PM,2020-05-17,5:01PM,2020-05-17 6:28PM,2020-05-17,6:28PM,80,7,1,87,N/A,N/A,N/A
2020-05-18 1:05AM,2020-05-18,1:05AM,2020-05-18 7:58AM,2020-05-18,7:58AM,355,58,31,413,71,203,81
2020-05-19 12:01AM,2020-05-19,12:01AM,2020-05-19 7:57AM,2020-05-19,7:57AM,422,54,30,476,78,280,64
2020-05-20 3:02AM,2020-05-20,3:02AM,2020-05-20 5:54AM,2020-05-20,5:54AM,170,2,0,172,N/A,N/A,N/A
2020-05-21 4:07AM,2020-05-21,4:07AM,2020-05-21 11:50AM,2020-05-21,11:50AM,417,46,29,463,93,228,96
2020-05-22 1:17AM,2020-05-22,1:17AM,2020-05-22 8:19AM,2020-05-22,8:19AM,379,43,33,422,107,201,71
2020-05-23 3:28AM,2020-05-23,3:28AM,2020-05-23 12:07PM,2020-05-23,12:07PM,462,57,34,519,89,276,97
2020-05-24 5:54AM,2020-05-24,5:54AM,2020-05-24 8:49AM,2020-05-24,8:49AM,157,18,2,175,N/A,N/A,N/A
2020-05-25 2:56AM,2020-05-25,2:56AM,2020-05-25 1:09PM,2020-05-25,1:09PM,541,72,36,613,106,318,117
2020-05-26 3:25AM,2020-05-26,3:25AM,2020-05-26 8:14AM,2020-05-26,8:14AM,252,37,18,289,58,131,63
2020-05-26 6:48PM,2020-05-26,6:48PM,2020-05-26 8:03PM,2020-05-26,8:03PM,73,2,1,75,N/A,N/A,N/A
2020-05-27 1:50AM,2020-05-27,1:50AM,2020-05-27 10:22AM,2020-05-27,10:22AM,463,49,29,512,111,263,89
2020-05-28 1:31AM,2020-05-28,1:31AM,2020-05-28 9:08AM,2020-05-28,9:08AM,407,50,34,457,118,241,48
2020-05-29 1:33AM,2020-05-29,1:33AM,2020-05-29 9:40AM,2020-05-29,9:40AM,430,57,27,487,103,263,64
2020-05-30 3:26AM,2020-05-30,3:26AM,2020-05-30 7:44AM,2020-05-30,7:44AM,236,21,9,257,38,170,28
2020-05-31 1:20AM,2020-05-31,1:20AM,2020-05-31 10:26AM,2020-05-31,10:26AM,479,67,15,546,109,319,51
2020-06-01 1:19AM,2020-06-01,1:19AM,2020-06-01 9:12AM,2020-06-01,9:12AM,415,58,30,473,92,244,79
2020-06-02 12:33AM,2020-06-02,12:33AM,2020-06-02 8:02AM,2020-06-02,8:02AM,371,78,20,449,78,214,79
2020-06-03 3:28AM,2020-06-03,3:28AM,2020-06-03 9:58AM,2020-06-03,9:58AM,339,51,29,390,58,206,75
2020-06-03 6:07PM,2020-06-03,6:07PM,2020-06-03 8:19PM,2020-06-03,8:19PM,118,14,1,132,N/A,N/A,N/A
2020-06-04 2:37AM,2020-06-04,2:37AM,2020-06-04 9:38AM,2020-06-04,9:38AM,379,42,24,421,88,223,68
2020-06-06 2:36AM,2020-06-06,2:36AM,2020-06-06 7:31AM,2020-06-06,7:31AM,273,22,15,295,47,146,80
2020-06-07 2:47AM,2020-06-07,2:47AM,2020-06-07 9:16AM,2020-06-07,9:16AM,347,42,16,389,88,202,57
2020-06-08 12:34AM,2020-06-08,12:34AM,2020-06-08 8:27AM,2020-06-08,8:27AM,420,53,32,473,114,204,102
2020-06-10 2:15AM,2020-06-10,2:15AM,2020-06-10 8:33AM,2020-06-10,8:33AM,329,48,32,377,69,181,79
2020-06-11 12:55AM,2020-06-11,12:55AM,2020-06-11 9:03AM,2020-06-11,9:03AM,438,50,25,488,93,256,89
2020-06-12 2:58AM,2020-06-12,2:58AM,2020-06-12 9:58AM,2020-06-12,9:58AM,364,55,25,419,61,223,80
2020-06-13 11:17PM,2020-06-13,11:17PM,2020-06-14 10:03AM,2020-06-14,10:03AM,546,100,35,646,147,299,100
2020-06-13 5:15AM,2020-06-13,5:15AM,2020-06-13 10:11AM,2020-06-13,10:11AM,259,36,19,295,40,142,77
2020-06-15 2:41AM,2020-06-15,2:41AM,2020-06-15 8:55AM,2020-06-15,8:55AM,339,35,4,374,N/A,N/A,N/A
2020-06-16 1:19AM,2020-06-16,1:19AM,2020-06-16 8:55AM,2020-06-16,8:55AM,400,55,28,455,83,249,68
2020-06-16 10:43PM,2020-06-16,10:43PM,2020-06-17 8:20AM,2020-06-17,8:20AM,507,70,41,577,120,276,111
2020-06-18 1:37AM,2020-06-18,1:37AM,2020-06-18 7:54AM,2020-06-18,7:54AM,328,49,17,377,81,180,67
2020-06-19 1:30AM,2020-06-19,1:30AM,2020-06-19 8:31AM,2020-06-19,8:31AM,375,46,24,421,89,237,49
2020-06-20 2:11AM,2020-06-20,2:11AM,2020-06-20 10:42AM,2020-06-20,10:42AM,469,42,39,511,136,233,100
2020-06-21 1:29AM,2020-06-21,1:29AM,2020-06-21 10:13AM,2020-06-21,10:13AM,450,73,25,523,101,296,53
2020-06-22 2:23AM,2020-06-22,2:23AM,2020-06-22 7:55AM,2020-06-22,7:55AM,296,35,18,331,75,150,71
2020-06-23 2:14AM,2020-06-23,2:14AM,2020-06-23 8:58AM,2020-06-23,8:58AM,354,50,25,404,73,219,62
2020-06-24 1:55AM,2020-06-24,1:55AM,2020-06-24 8:57AM,2020-06-24,8:57AM,366,56,14,422,79,236,51
2020-06-25 2:31AM,2020-06-25,2:31AM,2020-06-25 9:52AM,2020-06-25,9:52AM,385,56,18,441,96,210,79
2020-06-26 12:07AM,2020-06-26,12:07AM,2020-06-26 8:05AM,2020-06-26,8:05AM,431,47,26,478,91,257,83
2020-06-28 3:26PM,2020-06-28,3:26PM,2020-06-28 5:35PM,2020-06-28,5:35PM,125,4,1,129,N/A,N/A,N/A
2020-06-28 3:58AM,2020-06-28,3:58AM,2020-06-28 11:27AM,2020-06-28,11:27AM,399,50,24,449,91,217,91
2020-06-29 1:16AM,2020-06-29,1:16AM,2020-06-29 8:57AM,2020-06-29,8:57AM,416,44,25,460,89,246,81
2020-06-30 1:16AM,2020-06-30,1:16AM,2020-06-30 9:21AM,2020-06-30,9:21AM,431,54,25,485,110,249,72
2020-06-30 11:57PM,2020-06-30,11:57PM,2020-07-01 7:57AM,2020-07-01,7:57AM,420,60,32,480,109,227,84
2020-07-01 5:04PM,2020-07-01,5:04PM,2020-07-01 6:45PM,2020-07-01,6:45PM,95,6,0,101,N/A,N/A,N/A
2020-07-02 1:21AM,2020-07-02,1:21AM,2020-07-02 7:57AM,2020-07-02,7:57AM,342,53,29,395,86,182,74
2020-07-03 1:58AM,2020-07-03,1:58AM,2020-07-03 7:28AM,2020-07-03,7:28AM,295,34,14,329,74,159,62
2020-07-03 8:41AM,2020-07-03,8:41AM,2020-07-03 11:48AM,2020-07-03,11:48AM,174,13,6,187,40,99,35
2020-07-04 10:09AM,2020-07-04,10:09AM,2020-07-04 11:28AM,2020-07-04,11:28AM,74,5,1,79,N/A,N/A,N/A
2020-07-04 2:07AM,2020-07-04,2:07AM,2020-07-04 8:24AM,2020-07-04,8:24AM,343,33,17,376,83,181,79
2020-07-05 3:56AM,2020-07-05,3:56AM,2020-07-05 10:15AM,2020-07-05,10:15AM,341,38,17,379,90,179,72
2020-07-05 5:15PM,2020-07-05,5:15PM,2020-07-05 7:22PM,2020-07-05,7:22PM,120,7,0,127,N/A,N/A,N/A
2020-07-06 2:45AM,2020-07-06,2:45AM,2020-07-06 8:56AM,2020-07-06,8:56AM,336,35,26,371,62,206,68
2020-07-07 2:52AM,2020-07-07,2:52AM,2020-07-07 8:56AM,2020-07-07,8:56AM,313,50,25,363,69,223,21
2020-07-08 1:04AM,2020-07-08,1:04AM,2020-07-08 8:03AM,2020-07-08,8:03AM,381,38,25,419,99,200,82
2020-07-09 1:55AM,2020-07-09,1:55AM,2020-07-09 9:59AM,2020-07-09,9:59AM,424,60,24,484,66,251,107
2020-07-10 2:20AM,2020-07-10,2:20AM,2020-07-10 8:57AM,2020-07-10,8:57AM,346,50,21,396,95,169,82
2020-07-11 12:21PM,2020-07-11,12:21PM,2020-07-11 3:00PM,2020-07-11,3:00PM,148,11,0,159,N/A,N/A,N/A
2020-07-11 3:24AM,2020-07-11,3:24AM,2020-07-11 10:38AM,2020-07-11,10:38AM,395,38,24,433,107,207,81
2020-07-11 7:04PM,2020-07-11,7:04PM,2020-07-11 9:41PM,2020-07-11,9:41PM,137,20,4,157,N/A,N/A,N/A
2020-07-12 4:14AM,2020-07-12,4:14AM,2020-07-12 11:17AM,2020-07-12,11:17AM,365,58,18,423,60,251,54
2020-07-13 12:17AM,2020-07-13,12:17AM,2020-07-13 10:21AM,2020-07-13,10:21AM,522,82,41,604,125,304,93
2020-07-14 1:54AM,2020-07-14,1:54AM,2020-07-14 8:30AM,2020-07-14,8:30AM,342,54,29,396,74,193,75
2020-07-15 1:46AM,2020-07-15,1:46AM,2020-07-15 10:20AM,2020-07-15,10:20AM,459,54,23,513,99,275,85
2020-07-16 2:24AM,2020-07-16,2:24AM,2020-07-16 7:56AM,2020-07-16,7:56AM,296,36,20,332,58,168,70
2020-07-17 1:18PM,2020-07-17,1:18PM,2020-07-17 3:17PM,2020-07-17,3:17PM,98,21,1,119,N/A,N/A,N/A
2020-07-17 12:41AM,2020-07-17,12:41AM,2020-07-17 9:57AM,2020-07-17,9:57AM,493,63,32,556,95,304,94
2020-07-17 6:18PM,2020-07-17,6:18PM,2020-07-17 7:32PM,2020-07-17,7:32PM,69,5,0,74,N/A,N/A,N/A
2020-07-18 12:39AM,2020-07-18,12:39AM,2020-07-18 6:59AM,2020-07-18,6:59AM,331,49,28,380,67,196,68
2020-07-19 4:21AM,2020-07-19,4:21AM,2020-07-19 12:27PM,2020-07-19,12:27PM,430,56,32,486,89,251,90
2020-07-20 1:18AM,2020-07-20,1:18AM,2020-07-20 10:07AM,2020-07-20,10:07AM,461,68,30,529,78,273,110
2020-07-21 1:01AM,2020-07-21,1:01AM,2020-07-21 7:56AM,2020-07-21,7:56AM,367,48,28,415,116,181,70
2020-07-21 6:06PM,2020-07-21,6:06PM,2020-07-21 9:15PM,2020-07-21,9:15PM,158,31,20,189,9,112,37
2020-07-22 1:37AM,2020-07-22,1:37AM,2020-07-22 8:01AM,2020-07-22,8:01AM,339,45,15,384,100,191,48
2020-07-23 1:51AM,2020-07-23,1:51AM,2020-07-23 9:45AM,2020-07-23,9:45AM,416,58,27,474,103,215,98
2020-07-24 3:07AM,2020-07-24,3:07AM,2020-07-24 7:57AM,2020-07-24,7:57AM,258,31,19,289,37,159,62
2020-07-25 1:42AM,2020-07-25,1:42AM,2020-07-25 1:57PM,2020-07-25,1:57PM,650,85,35,735,106,439,105
2020-07-26 1:15AM,2020-07-26,1:15AM,2020-07-26 11:41AM,2020-07-26,11:41AM,535,91,32,626,107,333,95
2020-07-27 1:21AM,2020-07-27,1:21AM,2020-07-27 8:03AM,2020-07-27,8:03AM,347,54,20,401,76,214,57
2020-07-27 10:02AM,2020-07-27,10:02AM,2020-07-27 11:23AM,2020-07-27,11:23AM,74,6,3,81,N/A,N/A,N/A
2020-07-28 1:57AM,2020-07-28,1:57AM,2020-07-28 10:05AM,2020-07-28,10:05AM,421,67,26,488,90,270,61
2020-07-29 3:50AM,2020-07-29,3:50AM,2020-07-29 7:11AM,2020-07-29,7:11AM,169,31,9,200,19,137,13
2020-07-29 8:50AM,2020-07-29,8:50AM,2020-07-29 10:42AM,2020-07-29,10:42AM,100,11,1,111,N/A,N/A,N/A
2020-07-30 2:05AM,2020-07-30,2:05AM,2020-07-30 10:09AM,2020-07-30,10:09AM,423,61,33,484,78,262,83
2020-08-02 2:14AM,2020-08-02,2:14AM,2020-08-02 9:50AM,2020-08-02,9:50AM,423,33,25,456,101,235,87
2020-08-03 1:26AM,2020-08-03,1:26AM,2020-08-03 8:57AM,2020-08-03,8:57AM,410,40,23,450,108,223,79
2020-08-04 2:30AM,2020-08-04,2:30AM,2020-08-04 8:28AM,2020-08-04,8:28AM,315,43,17,358,79,171,65
2020-08-04 6:13PM,2020-08-04,6:13PM,2020-08-04 11:07PM,2020-08-04,11:07PM,254,40,18,294,45,158,51
2020-08-05 12:38AM,2020-08-05,12:38AM,2020-08-05 7:57AM,2020-08-05,7:57AM,401,38,32,439,100,246,55
2020-08-06 1:50AM,2020-08-06,1:50AM,2020-08-06 7:51AM,2020-08-06,7:51AM,325,36,15,361,51,199,75
2020-08-07 1:19AM,2020-08-07,1:19AM,2020-08-07 7:58AM,2020-08-07,7:58AM,363,36,24,399,91,211,61
2020-08-08 1:24AM,2020-08-08,1:24AM,2020-08-08 10:38AM,2020-08-08,10:38AM,482,72,25,554,99,313,70
2020-08-09 10:54AM,2020-08-09,10:54AM,2020-08-09 12:34PM,2020-08-09,12:34PM,87,13,2,100,N/A,N/A,N/A
2020-08-09 2:23AM,2020-08-09,2:23AM,2020-08-09 9:17AM,2020-08-09,9:17AM,372,42,23,414,123,183,66
2020-08-10 1:53AM,2020-08-10,1:53AM,2020-08-10 7:43AM,2020-08-10,7:43AM,318,32,24,350,77,182,59
2020-08-11 12:49AM,2020-08-11,12:49AM,2020-08-11 4:44AM,2020-08-11,4:44AM,202,32,16,234,24,136,42
2020-08-11 6:00AM,2020-08-11,6:00AM,2020-08-11 9:52AM,2020-08-11,9:52AM,206,26,11,232,42,127,37
2020-08-12 1:15AM,2020-08-12,1:15AM,2020-08-12 8:28AM,2020-08-12,8:28AM,400,33,27,433,118,203,79
2020-08-13 1:14AM,2020-08-13,1:14AM,2020-08-13 8:38AM,2020-08-13,8:38AM,402,42,25,444,92,272,38
2020-08-14 1:38AM,2020-08-14,1:38AM,2020-08-14 8:44AM,2020-08-14,8:44AM,374,52,27,426,99,185,90
2020-08-15 1:44AM,2020-08-15,1:44AM,2020-08-15 10:05AM,2020-08-15,10:05AM,446,54,35,500,96,284,66
2020-08-16 12:41AM,2020-08-16,12:41AM,2020-08-16 9:47AM,2020-08-16,9:47AM,486,60,31,546,143,254,89
2020-08-17 2:44AM,2020-08-17,2:44AM,2020-08-17 9:00AM,2020-08-17,9:00AM,343,33,25,376,65,202,76
2020-08-18 2:51AM,2020-08-18,2:51AM,2020-08-18 8:52AM,2020-08-18,8:52AM,307,54,16,361,63,194,50
2020-08-20 1:05AM,2020-08-20,1:05AM,2020-08-20 8:57AM,2020-08-20,8:57AM,409,62,27,471,124,175,110
2020-08-21 2:10AM,2020-08-21,2:10AM,2020-08-21 9:22AM,2020-08-21,9:22AM,382,50,24,432,79,207,96
2020-08-22 12:18AM,2020-08-22,12:18AM,2020-08-22 8:55AM,2020-08-22,8:55AM,469,48,37,517,108,298,63
2020-08-23 1:33AM,2020-08-23,1:33AM,2020-08-23 10:54AM,2020-08-23,10:54AM,492,69,48,561,137,265,90
2020-08-23 1:55PM,2020-08-23,1:55PM,2020-08-23 3:38PM,2020-08-23,3:38PM,94,9,1,103,N/A,N/A,N/A
2020-08-23 11:52PM,2020-08-23,11:52PM,2020-08-24 7:13AM,2020-08-24,7:13AM,386,54,25,440,91,224,71
2020-08-25 1:37AM,2020-08-25,1:37AM,2020-08-25 8:13AM,2020-08-25,8:13AM,351,45,23,396,102,144,105
2020-08-26 12:10AM,2020-08-26,12:10AM,2020-08-26 8:37AM,2020-08-26,8:37AM,429,78,24,507,80,263,86
2020-08-27 1:08AM,2020-08-27,1:08AM,2020-08-27 7:40AM,2020-08-27,7:40AM,347,45,16,392,86,195,66
2020-08-28 12:07AM,2020-08-28,12:07AM,2020-08-28 9:56AM,2020-08-28,9:56AM,532,57,31,589,158,295,79
2020-08-29 1:07AM,2020-08-29,1:07AM,2020-08-29 9:22AM,2020-08-29,9:22AM,432,62,27,494,72,252,108
2020-08-30 1:09AM,2020-08-30,1:09AM,2020-08-30 10:23AM,2020-08-30,10:23AM,514,40,29,554,141,294,79
2020-08-30 11:36PM,2020-08-30,11:36PM,2020-08-31 6:48AM,2020-08-31,6:48AM,376,56,27,432,78,238,60
2020-08-31 1:26PM,2020-08-31,1:26PM,2020-08-31 2:38PM,2020-08-31,2:38PM,70,2,0,72,N/A,N/A,N/A
2020-09-01 1:02AM,2020-09-01,1:02AM,2020-09-01 9:05AM,2020-09-01,9:05AM,418,65,29,483,95,229,94
2020-09-01 11:54PM,2020-09-01,11:54PM,2020-09-02 7:01AM,2020-09-02,7:01AM,374,52,25,426,101,195,78
2020-09-03 1:00AM,2020-09-03,1:00AM,2020-09-03 9:20AM,2020-09-03,9:20AM,433,66,28,499,82,303,48
2020-09-03 11:55PM,2020-09-03,11:55PM,2020-09-04 7:57AM,2020-09-04,7:57AM,412,70,32,482,102,225,85
2020-09-05 11:31PM,2020-09-05,11:31PM,2020-09-06 10:47AM,2020-09-06,10:47AM,587,89,41,676,110,378,99
2020-09-05 12:47AM,2020-09-05,12:47AM,2020-09-05 8:22AM,2020-09-05,8:22AM,412,43,26,455,113,235,64
2020-09-06 11:16PM,2020-09-06,11:16PM,2020-09-07 7:05AM,2020-09-07,7:05AM,409,60,36,469,93,241,75
2020-09-08 12:23AM,2020-09-08,12:23AM,2020-09-08 8:53AM,2020-09-08,8:53AM,462,48,30,510,124,286,52
2020-09-09 1:11AM,2020-09-09,1:11AM,2020-09-09 8:00AM,2020-09-09,8:00AM,375,34,22,409,92,224,59
2020-09-09 9:20AM,2020-09-09,9:20AM,2020-09-09 11:41AM,2020-09-09,11:41AM,132,8,0,140,N/A,N/A,N/A
2020-09-10 12:28AM,2020-09-10,12:28AM,2020-09-10 9:01AM,2020-09-10,9:01AM,457,56,34,513,124,260,73
2020-09-11 1:32AM,2020-09-11,1:32AM,2020-09-11 11:52AM,2020-09-11,11:52AM,546,74,39,620,112,302,132
2020-09-12 1:48AM,2020-09-12,1:48AM,2020-09-12 9:30AM,2020-09-12,9:30AM,395,67,20,462,95,250,50
2020-09-13 12:56AM,2020-09-13,12:56AM,2020-09-13 10:30AM,2020-09-13,10:30AM,502,71,34,573,95,354,53
2020-09-14 12:57AM,2020-09-14,12:57AM,2020-09-14 7:50AM,2020-09-14,7:50AM,359,54,29,413,83,213,63
2020-09-15 1:26AM,2020-09-15,1:26AM,2020-09-15 9:05AM,2020-09-15,9:05AM,408,51,31,459,106,201,101
2020-09-16 12:58AM,2020-09-16,12:58AM,2020-09-16 9:34AM,2020-09-16,9:34AM,468,48,32,516,118,256,94
2020-09-17 12:34AM,2020-09-17,12:34AM,2020-09-17 9:25AM,2020-09-17,9:25AM,489,41,39,530,106,266,117
2020-09-19 12:59AM,2020-09-19,12:59AM,2020-09-19 6:54AM,2020-09-19,6:54AM,318,37,28,355,65,222,31
2020-09-20 12:26AM,2020-09-20,12:26AM,2020-09-20 10:02AM,2020-09-20,10:02AM,506,70,39,576,107,323,76
2020-09-21 12:10AM,2020-09-21,12:10AM,2020-09-21 7:24AM,2020-09-21,7:24AM,367,67,30,434,71,243,53
2020-09-22 1:03AM,2020-09-22,1:03AM,2020-09-22 9:13AM,2020-09-22,9:13AM,430,60,37,490,127,243,60
2020-09-23 1:39AM,2020-09-23,1:39AM,2020-09-23 10:40AM,2020-09-23,10:40AM,483,58,34,541,122,250,111
2020-09-24 12:23AM,2020-09-24,12:23AM,2020-09-24 9:22AM,2020-09-24,9:22AM,475,63,40,538,141,246,88
2020-09-26 1:23AM,2020-09-26,1:23AM,2020-09-26 8:52AM,2020-09-26,8:52AM,377,72,28,449,58,265,54
2020-09-27 1:46AM,2020-09-27,1:46AM,2020-09-27 11:44AM,2020-09-27,11:44AM,521,77,40,598,124,335,62
2020-09-28 12:51AM,2020-09-28,12:51AM,2020-09-28 8:14AM,2020-09-28,8:14AM,387,56,28,443,97,232,58
2020-09-29 1:56AM,2020-09-29,1:56AM,2020-09-29 9:17AM,2020-09-29,9:17AM,392,49,25,441,93,227,72
2020-09-30 12:22AM,2020-09-30,12:22AM,2020-09-30 7:00AM,2020-09-30,7:00AM,354,44,18,398,70,210,74
2020-10-01 1:01AM,2020-10-01,1:01AM,2020-10-01 9:15AM,2020-10-01,9:15AM,454,40,26,494,89,294,71
2020-10-02 1:05AM,2020-10-02,1:05AM,2020-10-02 10:16AM,2020-10-02,10:16AM,461,90,40,551,89,307,65
2020-10-03 12:31AM,2020-10-03,12:31AM,2020-10-03 9:35AM,2020-10-03,9:35AM,477,67,40,544,81,305,91
2020-10-04 2:11AM,2020-10-04,2:11AM,2020-10-04 10:59AM,2020-10-04,10:59AM,466,62,25,528,131,254,81
2020-10-06 1:16AM,2020-10-06,1:16AM,2020-10-06 9:40AM,2020-10-06,9:40AM,444,60,21,504,123,233,88
2020-10-06 3:23PM,2020-10-06,3:23PM,2020-10-06 5:13PM,2020-10-06,5:13PM,100,10,1,110,N/A,N/A,N/A
2020-10-07 12:01AM,2020-10-07,12:01AM,2020-10-07 7:53AM,2020-10-07,7:53AM,424,48,31,472,82,260,82
2020-10-07 3:49PM,2020-10-07,3:49PM,2020-10-07 5:03PM,2020-10-07,5:03PM,62,9,0,74,N/A,N/A,N/A
2020-10-08 1:02AM,2020-10-08,1:02AM,2020-10-08 9:05AM,2020-10-08,9:05AM,432,51,27,483,122,248,62
2020-10-09 3:13AM,2020-10-09,3:13AM,2020-10-09 11:53AM,2020-10-09,11:53AM,461,59,28,520,128,249,84
2020-10-10 2:38AM,2020-10-10,2:38AM,2020-10-10 11:20AM,2020-10-10,11:20AM,467,55,29,522,79,301,87
2020-10-11 2:54AM,2020-10-11,2:54AM,2020-10-11 12:11PM,2020-10-11,12:11PM,498,59,27,557,122,286,90
2020-10-12 12:46AM,2020-10-12,12:46AM,2020-10-12 7:49AM,2020-10-12,7:49AM,380,42,29,422,88,216,76
2020-10-12 9:22AM,2020-10-12,9:22AM,2020-10-12 10:26AM,2020-10-12,10:26AM,63,1,0,64,N/A,N/A,N/A
